,Topic,Count,Name
159,157,32,157_ellison_larry_oracle_sequoia
160,158,32,158_texas_move_hq_silicon
162,161,32,161_rename_renaming_name_myspacex
166,162,31,162_ladygaga_katyperry_rihanna_cristiano
168,163,31,163_employmees_employmee_sufferering_wise
167,164,31,164_tcowkaiukwcpx_tcoqcvzywuf_rejection_wall
163,165,31,165_shaun_king_shaunking_white
165,166,31,166_delete_account_deleting_return
164,167,31,167_hhs_child_unaccompanied_immigration
171,172,30,172_extraordinary_unlock_potential_unauthorized
172,169,30,169_trending_finance_entertainment_happening
173,168,30,168_copyright_fu_thetorontosun_tcozmxwbipt
170,171,30,171_msnbc_mika_precedent_brzezinski
169,170,30,170_stir_arrival_among_fear
177,175,29,175_stake_passive_acquired_breaking
178,174,29,174_bird_crow_caw_artistoftwitter
174,176,29,176_beating_store_tiktok_apple
176,173,29,173_audio_leaked_veritas_allhands
175,177,29,177_concern_tesla_sell_fell
184,182,28,182_reconsider_position_accepted_final
188,178,28,178_russian_tedcruz_bot_dum
187,179,28,179_unbans_ban_tcowiaafrwu_trump
185,181,28,181_thejusticedept_foxbusiness_secgov_cgasparino
186,180,28,180_regulatory_showed_inc_microblogging
183,185,28,185_cent_share_limited_final
182,184,28,184_muted_mute_deaf_blugal
181,186,28,186_kingoftwaddle_hog_megaphone_eccentric
180,187,28,187_tax_income_chesnikowski_whitehousewacko
179,183,28,183_marcfellows_drandreass_robert_babylon
189,188,27,188_canada_trudeau_tetrisnation_caperjae
190,189,27,189_laptop_hunter_inappropriate_incredibly
191,190,27,190_kanyegaming_pickbattles_cisagov_thatbabeape
192,191,27,191_indebted_join_reject_america
193,192,27,192_homeless_shelter_hq_tcoosdygdvgj
194,193,26,193_blue_check_checkmark_mark
195,194,26,194_bn_secures_fund_funding
204,196,25,196_kingdomkhc_alwaleedtalal_execution_pokerjoker
203,197,25,197_hostile_launched_takeover_offering
201,195,25,195_colour_changed_retweet_color
205,198,25,198_fcc_commissioner_block_frivolous
202,199,25,199_justinsuntron_justin_trx_justinbieber
196,203,25,203_sarcasm_humor_troll_chimeraua
200,201,25,201_tcokpyptq_negative_suspect_consequence
198,200,25,200_richest_ridiculed_world_man
197,202,25,202_hottest_united_trend_quordle
199,204,25,204_spacex_techgiant_bigtech_technology
206,205,24,205_funding_secures_secured_regulator
207,206,24,206_transformed_private_company_nontweeted
208,207,24,207_agreement_merger_broke_disparage
209,208,24,208_jameela_jamil_quits_luck
210,209,24,209_app_garyblack_parlerapp_removed
211,210,24,210_lawsuit_sue_court_flooding
212,211,24,211_dedication_questioning_largest_become
213,212,24,212_chimponsey_doogerasgurd_robbthemusical_flutruxresistor
218,214,23,214_cryptofuturela_ourtravels_nicholasflo_tomfitton
221,213,23,213_derekahunter_paraga_stableone_maxutilitarian
220,215,23,215_seanvandeloo_alldaymgray_ev_mile
219,216,23,216_organic_follower_fluctuation_highprofile
215,220,23,220_opensea_nftart_nftfamily_newnft
217,218,23,218_lost_follower_barack_since
216,219,23,219_alldaymgray_ncr_seanvandeloo_claytravis
214,217,23,217_termination_fee_terminates_deal
230,228,22,228_plan_tcofkjeauajdm_seven_big
236,227,22,227_letter_commitment_received_equity
235,222,22,222_societal_imperative_current_shutter
234,223,22,223_bennyjohnson_neilpartridge_richwhitemarine_ell
233,224,22,224_thethchev_fashionista_gotteeth_mrzackmorris
232,221,22,221_helped_cult_bot_notsosecret
231,226,22,226_hodgetwins_ericthriller_joeyross_rustycpt
226,232,22,232_chief_censor_fired_lawyer
229,225,22,225_duration_adopted_limited_limitedduration
227,231,22,231_bank_slash_told_rein
222,229,22,229_forbes_nytimes_rubinreport_socialblade
225,233,22,233_meeting_lit_next_promise
224,234,22,234_netflix_nav_iphones_whatwords
223,235,22,235_nigelfarage_realdonaldtrump_deborahmeaden_benjijake
228,230,22,230_largest_shareholder_tcocfbsphl_tcogjgmznwvt
241,239,21,239_billionaire_worship_richsignorelli_thin
244,236,21,236_bnb_nfts_btc_meme
243,237,21,237_gender_bullying_stalking_harassment
242,238,21,238_hank_immaking_leslieoo_repmontague
240,241,21,241_delete_tcozftfnbfg_muskcult_reverify
239,242,21,242_texas_acre_rancher_land
238,243,21,243_declined_joining_decided_join
237,240,21,240_hostage_held_employee_reassure
250,246,20,246_santasurfing_sayslion_ycatsttocs_dflustraded
254,244,20,244_plan_accept_tcobjjpadrtga_friendster
253,247,20,247_ricchciuk_paulwea_thinkeristuk_fivetimesno
252,245,20,245_willing_invest_backer_reportedly
251,248,20,248_thumb_nose_sec_tcoofhboikxk
247,252,20,252_prestrumpts_presidenttrump_truthsocial_retweet
249,250,20,250_apollo_global_considering_participating
246,253,20,253_texas_headquarters_abbott_relocate
248,251,20,251_tcouijlvfddb_exactly_director_join
245,249,20,249_jail_timgoree_ivykoval_follow
261,262,19,262_acceptance_closer_roughly_brings
267,261,19,261_zeekarkham_atensnut_cevrnamehere_deesemonster
266,255,19,255_neutralized_tcoqbrgcpo_militant_zone
265,256,19,256_true_liberal_question_turn
264,257,19,257_bos_explainer_disclosed_name
255,260,19,260_sfaymonville_galcastaway_jeremy_thebrandonmorse
263,258,19,258_ebischoff_kevinkindelber_headshotsstocks_mportnoy
260,254,19,254_punish_advocate_famous_sharaddubey
259,263,19,263_join_executive_chief_director
258,264,19,264_rogan_joe_excited_rally
257,265,19,265_racist_black_racial_rollingstone
256,266,19,266_hold_meeting_ama_employee
262,259,19,259_unanimously_adopted_defense_proposal
273,271,18,271_tcozxmjwozww_walking_boardroom_parikpatelcfa
277,269,18,269_datadrivenmd_dwcoffeetime_joesmit_mverdansky
276,267,18,267_secgov_fraud_resigned_committing
275,268,18,268_plan_reject_accept_confirms
274,270,18,270_longer_joining_tcomoqmstrhmh_tcomaqdoaga
272,273,18,273_criticising_engages_calm_ruined
271,274,18,274_taliban_conduct_designated_code
269,276,18,276_stage_initial_public_three
268,272,18,272_skepticism_wall_street_major
270,275,18,275_later_wsj_public_plan
282,282,17,282_mic_businessperiod_microphone_rule
286,277,17,277_electric_liberal_car_vehicle
285,278,17,278_law_operates_baseline_country
284,279,17,279_chess_playing_hungry_checker
283,280,17,280_paraga_memesoooh_tcogjxbcj_curled
281,283,17,283_preserve_record_house_related
280,284,17,284_snap_mjna_qebr_nio
279,285,17,285_transformed_private_offer_share
278,281,17,281_twtr_january_cap_admits
299,290,16,290_apecoin_vid_cryptocurrencynews_bitcoin
298,286,16,286_sophisticated_nuanced_combat_warns
293,296,16,296_afghanistan_taliban_ameriman_withdrawal
296,288,16,288_tcovpdaucept_stake_ceo_abc
295,289,16,289_mastodon_alternative_spotlight_software
294,291,16,291_twitterhardly_decision_happenelon_twitterhe
297,287,16,287_deletes_weekend_barrage_critical
292,293,16,293_nazi_reich_mahdawi_killjoy
290,295,16,295_fiveyear_propublica_household_pointed
289,292,16,292_discounted_amp_frontman_paranormal
288,297,16,297_foxnation_tuckertoday_sethdillon_thebabylonbee
287,298,16,298_director_mailonline_stake_acquiring
291,294,16,294_cardano_ada_cardanofeed_cardanocommunity
309,307,15,307_billydees_podernfamily_continuing_episode
317,306,15,306_temporary_completes_serve_expected
316,305,15,305_yayanarchy_suspenceg_thebryanidol_thebrandonmorse
315,304,15,304_cut_supercharging_featured_job
314,299,15,299_susan_collins_huffpost_lesson
313,302,15,302_depravity_tcoihoqvhucut_tcowqgteir_domestic
312,301,15,301_bloomberg_trending_ago_took
311,300,15,300_april_however_tcoooksghwg_biggest
310,303,15,303_poison_pill_swallow_tough
308,309,15,309_host_msnbc_candidate_melber
304,313,15,313_ell_xychelsea_sspati_halio
301,316,15,316_govmikehuckabee_anonymous_belindadelucy_name
302,315,15,315_laptop_truthful_hunter_story
303,314,15,314_twtr_svpol_tcosguzywridw_tcojnzyrotp
300,308,15,308_tcodbjeogpfd_tcowmoyxvc_promise_verge
305,312,15,312_exaggerate_deppes_bugged_popularity
306,311,15,311_carefully_poll_vote_agrawal
307,310,15,310_lindell_mike_mypillow_zev
328,326,14,326_tickersymbolyou_gigafactories_marketing_tesla
336,317,14,317_roe_wade_overturning_scotus
335,325,14,325_cramer_choice_reject_tcomlygeuw
334,318,14,318_mrwtfisthis_ariaajaeger_flexkavana_barrysu
333,320,14,320_substack_vp_fretting_panicked
332,321,14,321_rejoining_reinstated_intention_following
331,322,14,322_profgalloway_daffi_blueglambert_rkremer
330,323,14,323_jones_alex_infowars_tcopeponbtg
329,324,14,324_rossschumann_boycotting_engage_davidnonya
320,334,14,334_offering_longer_joining_director
327,319,14,319_nonvaccinated_seriouslonda_missavasays_haa
325,329,14,329_meltdown_stans_angle_woke
324,330,14,330_delayslater_sirineati_dimazeniuk_mfrunker
323,331,14,331_hitting_breakingviews_criticism_aoc
322,332,14,332_charge_chargeable_inclination_stevemchugh
321,333,14,333_employee_uproar_broken_sbgderrick
319,335,14,335_representing_shareholder_name_tcohgdfhxjqd
326,328,14,328_emmanuel_macron_broachacyrus_snub
318,327,14,327_thoma_bravo_firm_partner
353,339,13,339_thiels_profanity_tos_influence
350,343,13,343_zuckerberg_election_mark_interfering
351,341,13,341_putin_ameriman_gyrfalc_dlrtydachshund
352,340,13,340_astrology_taurus_kates_chart
357,345,13,345_tcoqyyfdrt_maybe_can_love
354,338,13,338_dominated_incompetent_household_andor
355,337,13,337_pam_ride_tcodncwxgpsff_jacksweeney
356,336,13,336_tcofxohiuqn_tconmqrihdf_usa_hinting
348,346,13,346_mikevsclimate_lilagracerose_you_told
349,344,13,344_ape_profile_bored_apecoin
343,354,13,354_financing_secured_takeover_winning
347,342,13,342_trickle_aim_road_resource
345,347,13,347_india_lic_gadkari_lk
344,355,13,355_mule_cannapharmasa_tejaspolitics_byluvjedi
342,353,13,353_freedom_expression_slavery_respected
341,356,13,356_rigged_game_agrees_dunk
340,351,13,351_profitable_unsolvable_occasionally_kevintdugan
339,350,13,350_admitted_abysmally_tasnyx_perpetuating
338,349,13,349_saudi_fossil_tcoixpqveesh_fuel
337,352,13,352_staffer_soros_clinton_antimusk
346,348,13,348_mikajuelz_hong_kong_zion
365,363,12,363_model_business_motive_money
371,357,12,357_floating_newest_suggestion_owner
369,359,12,359_passive_report_inc_filing
368,360,12,360_employee_payroll_resign_zackhop
367,361,12,361_goldman_sachs_hired_advise
366,362,12,362_final_thewallstreetjournal_offer_tcocnyogh
370,358,12,358_authenticate_human_authentication_real
364,369,12,369_axios_via_tconovugffh_tcodbrnvifsv
363,365,12,365_parag_paragagrawal_agrawal_uncertain
362,366,12,366_loan_student_forgiveness_muchmining
361,367,12,367_promptly_size_failing_disclose
360,368,12,368_cocaine_cocacola_coke_put
359,370,12,370_climate_climatechange_supervillain_axios
358,364,12,364_ozraeliavi_libsoftiktok_jasonakagoimon_omphalophopic
383,371,11,371_tcozwsrljcjg_tcovwidng_tshow_ny
382,372,11,372_futurism_tcoieegwg_tcogbrjbxta_tcoelwnsdf
381,373,11,373_reserve_larger_sec_filing
380,374,11,374_babylon_bee_baffled_seth
379,375,11,375_theruqayyah_idanielyoung_arphydev_itzareous
378,376,11,376_joke_weed_smoking_pot
377,377,11,377_blocked_blocking_someone_block
376,378,11,378_greene_marjorie_taylor_perjurytaylorgreene
375,379,11,379_spent_filing_show_far
374,380,11,380_private_publicly_traded_wants
373,381,11,381_adopts_shield_poison_pill
372,382,11,382_survive_black_tcockxxmjuky_tcobmnrfyeove
384,383,10,383_immad_tcovrqegwne_tcocjedzonzel_isa
385,384,10,384_management_scoping_pvilledems_shoveitjack
386,385,10,385_instruction_alsoelon_theklineventure_ohhhh
387,386,10,386_rejecting_seat_offered_tcoxztiksgz
388,387,10,387_tcofcloewkd_tcohfgriewt_strategy_web
389,388,10,388_testing_poll_edit_button
390,389,10,389_reveals_happened_tcoityemstu_here
391,390,10,390_timjdillon_jessicakirson_grandkids_tcouiqypgqqe
